,id,year,category,laureate_type,full_name,gender,birth_date,birth_city,birth_city_now,birth_country,birth_country_now,birth_continent,death_date,prize_share,prize,motivation,affiliation_1_name,affiliation_1_city,affiliation_1_country,affiliation_2_name,affiliation_2_city,affiliation_2_country,org_city_now,org_country_now,org_continent,affiliation_3_name,affiliation_3_city,affiliation_3_country,affiliation_4_name,affiliation_4_city,affiliation_4_country
576,523,1963,Peace,Organization,League of Red Cross Societies,,,,,,,,,1/2,The Nobel Peace Prize 1963,for promoting the principles of the Geneva Convention and cooperation with the UN,,,,,,,Paris,France,Europe,,,,,,
577,545,1983,Peace,Individual,Lech Wałęsa,male,1943-09-29,Popowo,Popowo,Poland,Poland,Europe,NaN,1,The Nobel Peace Prize 1983,for non-violent struggle for free trade unions and human rights in Poland,,,,,,,,,,,,,,,
578,735,2001,Physiology or Medicine,Individual,Leland H. Hartwell,male,1939-10-30,"Los Angeles, CA","Los Angeles, CA",USA,USA,North America,NaN,1/3,The Nobel Prize in Physiology or Medicine 2001,for their discoveries of key regulators of the cell cycle,Fred Hutchinson Cancer Research Center,"Seattle, WA",USA,,,,,,,,,,,,
579,97,1973,Physics,Individual,Leo Esaki,male,1925-03-12,Osaka,Osaka,Japan,Japan,Asia,NaN,1/4,The Nobel Prize in Physics 1973,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively",IBM Thomas J. Watson Research Center,"Yorktown Heights, NY",USA,,,,,,,,,,,,
580,484,1920,Peace,Individual,Léon Victor Auguste Bourgeois,male,1851-05-21,Paris,Paris,France,France,Europe,1925-09-29,1,The Nobel Peace Prize 1920,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,,,,,,,,,,,,,,,
581,512,1951,Peace,Individual,Léon Jouhaux,male,1879-07-01,Paris,Paris,France,France,Europe,1954-04-28,1,The Nobel Peace Prize 1951,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations,,,,,,,,,,,,,,,
582,132,1988,Physics,Individual,Leon M. Lederman,male,1922-07-15,"New York, NY","New York, NY",USA,USA,North America,2018-10-03,1/3,The Nobel Prize in Physics 1988,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,Fermi National Accelerator Laboratory,"Batavia, IL",USA,,,,,,,,,,,,
583,95,1972,Physics,Individual,Leon Neil Cooper,male,1930-02-28,"New York, NY","New York, NY",USA,USA,North America,2024-10-23,1/3,The Nobel Prize in Physics 1972,"for their jointly developed theory of superconductivity, usually called the BCS-theory",Brown University,"Providence, RI",USA,,,,,,,,,,,,
584,820,2007,Economic Sciences,Individual,Leonid Hurwicz,male,1917-08-21,Moscow,Moscow,Russia,Russia,Europe,2008-06-24,1/3,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2007,for having laid the foundations of mechanism design theory,University of Minnesota,"Minneapolis, MN",USA,,,,,,,,,,,,
585,686,1975,Economic Sciences,Individual,Leonid Vitaliyevich Kantorovich,male,1912-01-19,St. Petersburg,St. Petersburg,Russian Empire,Russia,Europe,1986-04-07,1/2,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1975,for their contributions to the theory of optimum allocation of resources,Academy of Sciences,Moscow,Russia,,,,,,,,,,,,
586,200,1939,Chemistry,Individual,Leopold Ruzicka,male,1887-09-13,Vukovar,Vukovar,Austria-Hungary,Croatia,Europe,1976-09-26,1/2,The Nobel Prize in Chemistry 1939,for his work on polymethylenes and higher terpenes,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,,,,,,,,,,,,
587,516,1957,Peace,Individual,Lester Bowles Pearson,male,1897-04-23,Toronto,Toronto,Canada,Canada,North America,1972-12-27,1,The Nobel Peace Prize 1957,for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis,,,,,,,,,,,,,,,
588,77,1962,Physics,Individual,Lev Davidovich Landau,male,1908-01-22,Baku,Baku,Russian Empire,Azerbaijan,Asia,1968-04-01,1,The Nobel Prize in Physics 1962,"for his pioneering theories for condensed matter, especially liquid helium",Academy of Sciences,Moscow,Russia,,,,,,,,,,,,
589,870,2011,Peace,Individual,Leymah Gbowee,female,1972-02-01,Monrovia,Monrovia,Liberia,Liberia,Africa,NaN,1/3,The Nobel Peace Prize 2011,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,,,,,,,,,,,,,,,
590,775,2004,Physiology or Medicine,Individual,Linda B. Buck,female,1947-01-29,"Seattle, WA","Seattle, WA",USA,USA,North America,NaN,1/2,The Nobel Prize in Physiology or Medicine 2004,for their discoveries of odorant receptors and the organization of the olfactory system,Fred Hutchinson Cancer Research Center,"Seattle, WA",USA,,,,,,,,,,,,
591,217,1954,Chemistry,Individual,Linus Carl Pauling,male,1901-02-28,"Portland, OR","Portland, OR",USA,USA,North America,1994-08-19,1,The Nobel Prize in Chemistry 1954,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances,California Institute of Technology (Caltech),"Pasadena, CA",USA,,,,,,,,,,,,
592,217,1962,Peace,Individual,Linus Carl Pauling,male,1901-02-28,"Portland, OR","Portland, OR",USA,USA,North America,1994-08-19,1,The Nobel Peace Prize 1962,for his fight against the nuclear arms race between East and West,California Institute of Technology (Caltech),"Pasadena, CA",USA,,,,,,,,,,,,
593,855,2010,Peace,Individual,Liu Xiaobo,male,1955-12-28,Changchun,Changchun,China,China,Asia,2017-07-13,1,The Nobel Peace Prize 2010,for his long and non-violent struggle for fundamental human rights in China,,,,,,,,,,,,,,,
594,883,2012,Economic Sciences,Individual,Lloyd S. Shapley,male,1923-06-02,"Cambridge, MA","Cambridge, MA",USA,USA,North America,2016-03-12,1/2,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2012,for the theory of stable allocations and the practice of market design,University of California,"Los Angeles, CA",USA,,,,,,,,,,,,
595,510,1949,Peace,Individual,"John Boyd Orr, Baron Boyd-Orr of Brechin Mearn",male,1880-09-23,Kilmaurs,Kilmaurs,Scotland,Scotland,Europe,1971-06-25,1,The Nobel Peace Prize 1949,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war",,,,,,,,,,,,,,,
596,8,1904,Physics,Individual,Lord Rayleigh (John William Strutt),male,1842-11-12,"Langford Grove, Maldon, Essex","Langford Grove, Maldon, Essex",United Kingdom,United Kingdom,Europe,1919-06-30,1,The Nobel Prize in Physics 1904,for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies,Royal Institution of Great Britain,London,United Kingdom,,,,,,,,,,,,
597,221,1957,Chemistry,Individual,Lord (Alexander R.) Todd,male,1907-10-02,Glasgow,Glasgow,Scotland,Scotland,Europe,1997-01-10,1,The Nobel Prize in Chemistry 1957,for his work on nucleotides and nucleotide co-enzymes,University of Cambridge,Cambridge,United Kingdom,,,,,,,,,,,,
598,1030,2023,Chemistry,Individual,Louis E. Brus,male,1943-00-00,"Cleveland, OH","Cleveland, OH",USA,USA,North America,NaN,1/3,The Nobel Prize in Chemistry 2023,for the discovery and synthesis of quantum dots,Columbia University,"New York, NY",USA,,,,,,,,,,,,
599,36,1929,Physics,Individual,Prince Louis-Victor Pierre Raymond de Broglie,male,1892-08-15,Dieppe,Dieppe,France,France,Europe,1987-03-19,1,The Nobel Prize in Physics 1929,for his discovery of the wave nature of electrons,"Sorbonne University, Institut Henri Poincaré",Paris,France,,,,,,,,,,,,
600,459,1998,Physiology or Medicine,Individual,Louis J. Ignarro,male,1941-05-31,"Brooklyn, NY","Brooklyn, NY",USA,USA,North America,NaN,1/3,The Nobel Prize in Physiology or Medicine 1998,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,University of California School of Medicine,"Los Angeles, CA",USA,,,,,,,,,,,,
601,92,1970,Physics,Individual,Louis Eugène Félix Néel,male,1904-11-22,Lyon,Lyon,France,France,Europe,2000-11-17,1/2,The Nobel Prize in Physics 1970,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,University of Grenoble,Grenoble,France,,,,,,,,,,,,
602,472,1907,Peace,Individual,Louis Renault,male,1843-05-21,Autun,Autun,France,France,Europe,1918-02-08,1/2,The Nobel Peace Prize 1907,for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences,Sorbonne University,Paris,France,,,,,,,,,,,,
603,993,2020,Literature,Individual,Louise Glück,female,1943-04-22,"New York, NY","New York, NY",USA,USA,North America,2023-10-13,1,The Nobel Prize in Literature 2020,for her unmistakable poetic voice that with austere beauty makes individual existence universal,,,,,,,,,,,,,,,
604,825,2008,Physiology or Medicine,Individual,Luc Montagnier,male,1932-08-18,Chabris,Chabris,France,France,Europe,2022-02-08,1/4,The Nobel Prize in Physiology or Medicine 2008,for their discovery of human immunodeficiency virus,World Foundation for AIDS Research and Prevention,Paris,France,,,,,,,,,,,,
605,493,1927,Peace,Individual,Ludwig Quidde,male,1858-03-23,Bremen,Bremen,Germany,Germany,Europe,1941-03-04,1/2,The Nobel Peace Prize 1927,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,,,,,,,,,,,,,,,
606,607,1934,Literature,Individual,Luigi Pirandello,male,1867-06-28,"Agrigento, Sicily","Agrigento, Sicily",Italy,Italy,Europe,1936-12-10,1,The Nobel Prize in Literature 1934,for his bold and ingenious revival of dramatic and scenic art,,,,,,,,,,,,,,,
607,89,1968,Physics,Individual,Luis Walter Alvarez,male,1911-06-13,"San Francisco, CA","San Francisco, CA",USA,USA,North America,1988-09-01,1,The Nobel Prize in Physics 1968,"for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis",University of California,"Berkeley, CA",USA,,,,,,,,,,,,
608,239,1970,Chemistry,Individual,Luis F. Leloir,male,1906-09-06,Paris,Paris,France,France,Europe,1987-12-02,1,The Nobel Prize in Chemistry 1970,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,Institute for Biochemical Research,Buenos Aires,Argentina,,,,,,,,,,,,
609,977,2019,Chemistry,Individual,M. Stanley Whittingham,male,1941-12-22,NaN,NaN,United Kingdom,United Kingdom,Europe,NaN,1/3,The Nobel Prize in Chemistry 2019,for the development of lithium-ion batteries,"Binghamton University, State University of New York","New York, NY",USA,,,,,,,,,,,,
610,536,1976,Peace,Individual,Mairead Corrigan,female,1944-01-27,Belfast,Belfast,Northern Ireland,Northern Ireland,Europe,NaN,1/2,The Nobel Peace Prize 1976,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,,,,,,,,,,,,,,,
611,827,2008,Physics,Individual,Makoto Kobayashi,male,1944-04-07,Nagoya,Nagoya,Japan,Japan,Asia,NaN,1/4,The Nobel Prize in Physics 2008,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,,,,,,,,,,,,
612,914,2014,Peace,Individual,Malala Yousafzai,female,1997-07-12,Mingora,Mingora,Pakistan,Pakistan,Asia,NaN,1/2,The Nobel Peace Prize 2014,for their struggle against the suppression of children and young people and for the right of all children to education,,,,,,,,,,,,,,,
613,233,1967,Chemistry,Individual,Manfred Eigen,male,1927-05-09,Bochum,Bochum,Germany,Germany,Europe,2019-02-06,1/2,The Nobel Prize in Chemistry 1967,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",Max-Planck-Institut für Physikalische Chemie,Göttingen,Germany,,,,,,,,,,,,
614,29,1924,Physics,Individual,Karl Manne Georg Siegbahn,male,1886-12-03,Örebro,Örebro,Sweden,Sweden,Europe,1978-09-26,1,The Nobel Prize in Physics 1924,for his discoveries and research in the field of X-ray spectroscopy,Uppsala University,Uppsala,Sweden,,,,,,,,,,,,
615,79,1963,Physics,Individual,Maria Goeppert Mayer,female,1906-06-28,Kattowitz,Katowice,Germany,Poland,Europe,1972-02-20,1/4,The Nobel Prize in Physics 1963,for their discoveries concerning nuclear shell structure,University of California,"San Diego, CA",USA,,,,,,,,,,,,
616,1005,2021,Peace,Individual,Maria Ressa,female,1963-10-02,Manila,Manila,Philippines,Philippines,Asia,NaN,1/2,The Nobel Peace Prize 2021,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace",,,,,,,,,,,,,,,
617,6,1903,Physics,Individual,"Marie Curie, née Skłodowska",female,1867-11-07,Warsaw,Warsaw,Russian Empire,Poland,Europe,1934-07-04,1/4,The Nobel Prize in Physics 1903,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel,,,,,,,,,,,,,,,
618,6,1911,Chemistry,Individual,"Marie Curie, née Skłodowska",female,1867-11-07,Warsaw,Warsaw,Russian Empire,Poland,Europe,1934-07-04,1,The Nobel Prize in Chemistry 1911,"in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element",Sorbonne University,Paris,France,,,,,,,,,,,,
619,282,1995,Chemistry,Individual,Mario J. Molina,male,1943-03-19,Mexico City,Mexico City,Mexico,Mexico,North America,2020-10-07,1/3,The Nobel Prize in Chemistry 1995,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,,,,,,,,,,
620,811,2007,Physiology or Medicine,Individual,Mario R. Capecchi,male,1937-10-06,Verona,Verona,Italy,Italy,Europe,NaN,1/3,The Nobel Prize in Physiology or Medicine 2007,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,University of Utah,"Salt Lake City, UT",USA,Howard Hughes Medical Institute,NaN,USA,,,,,,,,,
621,854,2010,Literature,Individual,Mario Vargas Llosa,male,1936-03-28,Arequipa,Arequipa,Peru,Peru,South America,NaN,1,The Nobel Prize in Literature 2010,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat",,,,,,,,,,,,,,,
622,390,1968,Physiology or Medicine,Individual,Marshall W. Nirenberg,male,1927-04-10,"New York, NY","New York, NY",USA,USA,North America,2010-01-15,1/3,The Nobel Prize in Physiology or Medicine 1968,for their interpretation of the genetic code and its function in protein synthesis,National Institutes of Health,"Bethesda, MD",USA,,,,,,,,,,,,
623,830,2008,Chemistry,Individual,Martin Chalfie,male,1947-01-15,"Chicago, IL","Chicago, IL",USA,USA,North America,NaN,1/3,The Nobel Prize in Chemistry 2008,"for the discovery and development of the green fluorescent protein, GFP",Columbia University,"New York, NY",USA,,,,,,,,,,,,
624,889,2013,Chemistry,Individual,Martin Karplus,male,1930-03-15,Vienna,Vienna,Austria,Austria,Europe,NaN,1/3,The Nobel Prize in Chemistry 2013,for the development of multiscale models for complex chemical systems,Université de Strasbourg,Strasbourg,France,Harvard University,"Cambridge, MA",USA,,,,,,,,,
625,147,1995,Physics,Individual,Martin L. Perl,male,1927-06-24,"New York, NY","New York, NY",USA,USA,North America,2014-09-30,1/2,The Nobel Prize in Physics 1995,for the discovery of the tau lepton,Stanford University,"Stanford, CA",USA,,,,,,,,,,,,
626,524,1964,Peace,Individual,Martin Luther King Jr.,male,1929-01-15,"Atlanta, GA","Atlanta, GA",USA,USA,North America,1968-04-04,1,The Nobel Peace Prize 1964,for his non-violent struggle for civil rights for the Afro-American population,,,,,,,,,,,,,,,
627,451,1994,Physiology or Medicine,Individual,Martin Rodbell,male,1925-12-01,"Baltimore, MD","Baltimore, MD",USA,USA,North America,1998-12-07,1/2,The Nobel Prize in Physiology or Medicine 1994,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,National Institute of Environmental Health Sciences,"Research Triangle Park, NC",USA,,,,,,,,,,,,
628,100,1974,Physics,Individual,Sir Martin Ryle,male,1918-09-27,Brighton,Brighton,United Kingdom,United Kingdom,Europe,1984-10-14,1/2,The Nobel Prize in Physics 1974,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",University of Cambridge,Cambridge,United Kingdom,,,,,,,,,,,,
629,159,1999,Physics,Individual,Martinus J.G. Veltman,male,1931-06-27,Waalwijk,Waalwijk,the Netherlands,the Netherlands,Europe,2021-01-04,1/2,The Nobel Prize in Physics 1999,for elucidating the quantum structure of electroweak interactions in physics,,,,,,,,,,,,,,,
630,833,2008,Peace,Individual,Martti Ahtisaari,male,1937-06-23,Viipuri,Vyborg,Finland,Finland,Europe,2023-10-16,1,The Nobel Peace Prize 2008,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts",,,,,,,,,,,,,,,
631,754,2002,Physics,Individual,Masatoshi Koshiba,male,1926-09-19,Toyohashi,Toyohashi,Japan,Japan,Asia,2020-11-12,1/4,The Nobel Prize in Physics 2002,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",University of Tokyo,Tokyo,Japan,,,,,,,,,,,,
632,702,1988,Economic Sciences,Individual,Maurice Allais,male,1911-05-31,Paris,Paris,France,France,Europe,2010-10-09,1,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1988,for his pioneering contributions to the theory of markets and efficient utilization of resources,École Nationale Supérieur des Mines de Paris,Paris,France,,,,,,,,,,,,
633,581,1911,Literature,Individual,Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,male,1862-08-29,Ghent,Ghent,Belgium,Belgium,Europe,1949-05-06,1,The Nobel Prize in Literature 1911,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations",,,,,,,,,,,,,,,
634,374,1962,Physiology or Medicine,Individual,Maurice Hugh Frederick Wilkins,male,1916-12-15,Pongaroa,Pongaroa,New Zealand,New Zealand,Oceania,2004-10-05,1/3,The Nobel Prize in Physiology or Medicine 1962,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,London University,London,United Kingdom,,,,,,,,,,,,
635,61,1954,Physics,Individual,Max Born,male,1882-12-11,Breslau,Wroclaw,Germany,Poland,Europe,1970-01-05,1/2,The Nobel Prize in Physics 1954,"for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction",Edinburgh University,Edinburgh,United Kingdom,,,,,,,,,,,,
636,391,1969,Physiology or Medicine,Individual,Max Delbrück,male,1906-09-04,Berlin,Berlin,Germany,Germany,Europe,1981-03-09,1/3,The Nobel Prize in Physiology or Medicine 1969,for their discoveries concerning the replication mechanism and the genetic structure of viruses,California Institute of Technology (Caltech),"Pasadena, CA",USA,,,,,,,,,,,,
637,226,1962,Chemistry,Individual,Max Ferdinand Perutz,male,1914-05-19,Vienna,Vienna,Austria,Austria,Europe,2002-02-06,1/2,The Nobel Prize in Chemistry 1962,for their studies of the structures of globular proteins,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,,,,,,,,,,,
638,23,1918,Physics,Individual,Max Karl Ernst Ludwig Planck,male,1858-04-23,Kiel,Kiel,Schleswig,Germany,Europe,1947-10-04,1,The Nobel Prize in Physics 1918,in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta,Berlin University,Berlin,Germany,,,,,,,,,,,,
639,352,1951,Physiology or Medicine,Individual,Max Theiler,male,1899-01-30,Pretoria,Pretoria,South Africa,South Africa,Africa,1972-08-11,1,The Nobel Prize in Physiology or Medicine 1951,for his discoveries concerning yellow fever and how to combat it,"Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation","New York, NY",USA,,,,,,,,,,,,
640,19,1914,Physics,Individual,Max von Laue,male,1879-10-09,Pfaffendorf,Pfaffendorf,Germany,Germany,Europe,1960-04-23,1,The Nobel Prize in Physics 1914,for his discovery of the diffraction of X-rays by crystals,Frankfurt-on-the-Main University,Frankfurt-on-the-Main,Germany,,,,,,,,,,,,
641,904,2014,Physiology or Medicine,Individual,May-Britt Moser,female,1963-01-04,Fosnavåg,Fosnavåg,Norway,Norway,Europe,NaN,1/4,The Nobel Prize in Physiology or Medicine 2014,for their discoveries of cells that constitute a positioning system in the brain,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,,,,,,,,,,,,
642,225,1961,Chemistry,Individual,Melvin Calvin,male,1911-04-08,"St. Paul, MN","St. Paul, MN",USA,USA,North America,1997-01-08,1,The Nobel Prize in Chemistry 1961,for his research on the carbon dioxide assimilation in plants,University of California,"Berkeley, CA",USA,,,,,,,,,,,,
643,133,1988,Physics,Individual,Melvin Schwartz,male,1932-11-02,"New York, NY","New York, NY",USA,USA,North America,2006-08-28,1/3,The Nobel Prize in Physics 1988,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,"Digital Pathways, Inc.","Mountain View, CA",USA,,,,,,,,,,,,
644,1019,2022,Peace,Organization,Memorial,,,,,,,,,1/3,The Nobel Peace Prize 2022,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",,,,,,,Moscow,Russia,Europe,,,,,,
645,539,1978,Peace,Individual,Menachem Begin,male,1913-08-16,Brest Litovsk,Brest Litovsk,Russian Empire,Belarus,Europe,1992-03-09,1/2,The Nobel Peace Prize 1978,for jointly having negotiated peace between Egypt and Israel in 1978,,,,,,,,,,,,,,,
646,705,1990,Economic Sciences,Individual,Merton H. Miller,male,1923-05-16,"Boston, MA","Boston, MA",USA,USA,North America,2000-06-03,1/3,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1990,for their pioneering work in the theory of financial economics,University of Chicago,"Chicago, IL",USA,,,,,,,,,,,,
647,986,2020,Physiology or Medicine,Individual,Michael Houghton,male,1949-00-00,NaN,NaN,United Kingdom,United Kingdom,Europe,NaN,1/3,The Nobel Prize in Physiology or Medicine 2020,for the discovery of Hepatitis C virus,University of Alberta,Edmonton,Canada,,,,,,,,,,,,
648,984,2019,Economic Sciences,Individual,Michael Kremer,male,1964-11-12,"New York, NY","New York, NY",USA,USA,North America,NaN,1/3,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2019,for their experimental approach to alleviating global poverty,Harvard University,"Cambridge, MA",USA,,,,,,,,,,,,
649,890,2013,Chemistry,Individual,Michael Levitt,male,1947-05-09,Pretoria,Pretoria,South Africa,South Africa,Africa,NaN,1/3,The Nobel Prize in Chemistry 2013,for the development of multiscale models for complex chemical systems,Stanford University School of Medicine,"Stanford, CA",USA,,,,,,,,,,,,
650,939,2017,Physiology or Medicine,Individual,Michael Rosbash,male,1944-03-07,"Kansas City, MO","Kansas City, MO",USA,USA,North America,NaN,1/3,The Nobel Prize in Physiology or Medicine 2017,for their discoveries of molecular mechanisms controlling the circadian rhythm,Brandeis University,"Waltham, MA",USA,Howard Hughes Medical Institute,NaN,USA,,,,,,,,,
651,432,1985,Physiology or Medicine,Individual,Michael S. Brown,male,1941-04-13,"New York, NY","New York, NY",USA,USA,North America,NaN,1/2,The Nobel Prize in Physiology or Medicine 1985,for their discoveries concerning the regulation of cholesterol metabolism,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX",USA,,,,,,,,,,,,
652,279,1993,Chemistry,Individual,Michael Smith,male,1932-04-26,Blackpool,Blackpool,United Kingdom,United Kingdom,Europe,2000-10-04,1/2,The Nobel Prize in Chemistry 1993,"for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies",University of British Columbia,Vancouver,Canada,,,,,,,,,,,,
653,940,2017,Physiology or Medicine,Individual,Michael W. Young,male,1949-03-28,"Miami, FL","Miami, FL",USA,USA,North America,NaN,1/3,The Nobel Prize in Physiology or Medicine 2017,for their discoveries of molecular mechanisms controlling the circadian rhythm,Rockefeller University,"New York, NY",USA,,,,,,,,,,,,
654,974,2019,Physics,Individual,Michel Mayor,male,1942-01-12,Lausanne,Lausanne,Switzerland,Switzerland,Europe,NaN,1/4,The Nobel Prize in Physics 2019,for the discovery of an exoplanet orbiting a solar-type star,University of Geneva,Geneva,Switzerland,,,,,,,,,,,,
655,641,1967,Literature,Individual,Miguel Angel Asturias,male,1899-10-19,Guatemala City,Guatemala City,Guatemala,Guatemala,North America,1974-06-09,1,The Nobel Prize in Literature 1967,"for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America",,,,,,,,,,,,,,,
656,552,1990,Peace,Individual,Mikhail Sergeyevich Gorbachev,male,1931-03-02,Privolnoye,Privolnoye,USSR,Russia,Europe,2022-08-30,1,The Nobel Peace Prize 1990,for the leading role he played in the radical changes in East-West relations,,,,,,,,,,,,,,,
657,638,1965,Literature,Individual,Mikhail Aleksandrovich Sholokhov,male,1905-05-24,Veshenskaya,Veshenskaya,Russia,Russia,Europe,1984-02-21,1,The Nobel Prize in Literature 1965,"for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people",,,,,,,,,,,,,,,
658,688,1976,Economic Sciences,Individual,Milton Friedman,male,1912-07-31,"Brooklyn, NY","Brooklyn, NY",USA,USA,North America,2006-11-16,1,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1976,"for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy",University of Chicago,"Chicago, IL",USA,,,,,,,,,,,,
659,880,2012,Literature,Individual,Mo Yan,male,1956-03-25,Gaomi,Gaomi,China,China,Asia,NaN,1,The Nobel Prize in Literature 2012,"who with hallucinatory realism merges folk tales, history and the contemporary",,,,,,,,,,,,,,,
660,798,2005,Peace,Individual,Mohamed ElBaradei,male,1942-06-17,Cairo,Cairo,Egypt,Egypt,Africa,NaN,1/2,The Nobel Peace Prize 2005,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,,,,,,,,,,,,,,,
661,1016,2022,Chemistry,Individual,Morten Meldal,male,1954-00-00,Copenhagen,Copenhagen,Denmark,Denmark,Europe,NaN,1/3,The Nobel Prize in Chemistry 2022,for the development of click chemistry and bioorthogonal chemistry,University of Copenhagen,Copenhagen,Denmark,,,,,,,,,,,,
662,540,1979,Peace,Individual,Mother Teresa,female,1910-08-26,Uskup,Skopje,Ottoman Empire,North Macedonia,Europe,1997-09-05,1,The Nobel Peace Prize 1979,for her work for bringing help to suffering humanity,,,,,,,,,,,,,,,
663,1029,2023,Chemistry,Individual,Moungi G. Bawendi,male,1961-00-00,Paris,Paris,France,France,Europe,NaN,1/3,The Nobel Prize in Chemistry 2023,for the discovery and synthesis of quantum dots,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,,,,,,,,,,
664,809,2006,Peace,Individual,Muhammad Yunus,male,1940-06-28,Chittagong,Chittagong,British India,Bangladesh,Asia,NaN,1/2,The Nobel Peace Prize 2006,for their efforts to create economic and social development from below,,,,,,,,,,,,,,,
665,90,1969,Physics,Individual,Murray Gell-Mann,male,1929-09-15,"New York, NY","New York, NY",USA,USA,North America,2019-05-24,1,The Nobel Prize in Physics 1969,for his contributions and discoveries concerning the classification of elementary particles and their interactions,California Institute of Technology (Caltech),"Pasadena, CA",USA,,,,,,,,,,,,
666,718,1997,Economic Sciences,Individual,Myron S. Scholes,male,1941-07-01,"Timmins, ON","Timmins, ON",Canada,Canada,North America,NaN,1/2,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 1997,for a new method to determine the value of derivatives,Long Term Capital Management,"Greenwich, CT",USA,,,,,,,,,,,,
667,967,2018,Peace,Individual,Nadia Murad Basee Taha,female,1993-03-10,Kojo,Kojo,Iraq,Iraq,Asia,NaN,1/2,The Nobel Peace Prize 2018,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,,,,,,,,,,,,,,,
